product_id,sku,post_title,total_sales,price,z_score
6202,15126,Domaine Clerget Echezeaux Grand Cru En Orveaux 2015,0.0,116.4,3.0170902196004725
5612,14915,Domaine Weinbach Gewurztraminer Grand Cru Furstentum SGN 2010 1/2,0.0,124.8,3.319134140866312
5916,14774,Wemyss Malts Single Cask Scotch Whisky Chocolate Moka Cake 2005 Strathclyde,0.0,93.0,2.175682153217063
6215,12790,Domaine des Comtes Lafon Volnay 1er Cru Champans 2014,0.0,115.0,2.9667495660561656
6214,11601,Domaine des Comtes Lafon Volnay 1er Cru Champans 2013,0.0,99.0,2.391427811264091
5001,14581,David Duband Charmes-Chambertin Grand Cru 2014,0.0,217.5,6.652404557692894
4404,3507,Cognac Frapin Château de Fontpinot XO,2.0,108.5,2.7330251031718853
5767,15185,Camille Giroud Clos de Vougeot 2016,0.0,175.0,5.124206146526446
4903,14805,Domaine Des Croix Corton Grand Cru Les Grèves 2017,0.0,102.3,2.510087923189957
4355,12589,Champagne Egly-Ouriet Grand Cru Blanc de Noirs,11.0,126.5,3.380262077312969
6213,15072,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2016,0.0,121.0,3.1824952241031936
5008,11602,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2013,0.0,105.0,2.6071734693111197
6126,14923,Champagne Gosset Célébris Vintage 2007,2.0,135.0,3.685901759546259
5565,19822,Tempier Bandol Cabassaou 2017,0.0,92.0,2.1397245435425587
5007,12791,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2014,0.0,105.0,2.6071734693111197
4402,3510,Cognac Frapin VIP XO,13.0,176.0,5.160163756200951
4407,3509,Cognac Frapin Cigar Blend,1.0,104.0,2.5712158596366144
6212,13996,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2015,2.0,115.0,2.9667495660561656
4352,15940,Champagne Egly-Ouriet Grand Cru Millésimé 2008,5.0,225.0,6.92208663025168
6216,15070,Domaine des Comtes Lafon Volnay 1er Cru Champans 2016,0.0,121.0,3.1824952241031936
5918,14773,Wemyss Malts Single Cask Scotch Whisky Chai Caramel Latte 2002 Craigellachie,0.0,114.0,2.930791956381661
4904,14220,Domaine Des Croix Corton Charlemagne Grand Cru 2016,5.0,137.0,3.757816978895269
4132,11668,Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,0.0,88.4,2.010277148714342
4406,7819,Cognac Frapin Château de Fontpinot 1989 20 Ans d'Age,0.0,157.0,4.4769691723853615
5892,14983,Coteaux Champenois Egly-Ouriet Ambonnay Rouge 2016,3.0,191.3,5.710315184220872
6201,14596,David Duband Chambolle-Musigny 1er Cru Les Sentiers 2016,0.0,105.6,2.6287480351158217
4582,12857,Château de Meursault Puligny-Montrachet 1er Cru Champ Canet 2014,0.0,109.6,2.7725784738138404
4115,15382,Zind-Humbrecht Riesling Grand Cru Rangen De Thann Clos Saint-Urbain 2017,0.0,100.0,2.427385420938596
5917,14775,Wemyss Malts Single Cask Scotch Whisky Choc 'n' Nut Pretzel 2001 Bunnahabhain,0.0,122.0,3.2184528337776985
5025,13914,Champagne Agrapart &amp; Fils L'Avizoise Extra Brut Blanc de Blancs Grand Cru 2012,0.0,112.0,2.858876737032652
